140	20	123.0168885	0.5542
140	15	122.4534814	0.5706
140	10	122.3836227	0.5602
140	8	122.6668836	0.581
140	5	123.087	0.5736
140	3	122.0017531	0.575
140	2	121.3461456	0.5587
140	1	122.7760724	0.5869
140	0	122.6682868	0.5914
140	0.5	122.7529696	0.578
135	20	118.0909116	0.5319
135	15	118.3797322	0.5854
135	10	118.1158002	0.6122
135	5	118.2507135	0.5929
135	8	117.8820172	0.5721
135	3	119.4508176	0.6018
135	1	118.297758	0.5914
135	2	118.1919603	0.5914
135	0	118.1344909	0.5721
135	0.5	117.3009172	0.5825
130	20	114.9478812	0.6003
130	15	114.0861119	0.584
130	10	114.9445491	0.6241
130	8	114.6525618	0.5854
130	5	114.8986087	0.6077
130	3	114.3376425	0.6048
130	1	114.6381626	0.5944
130	2	114.8962067	0.6092
130	0	114.4969921	0.6122
130	0.5	114.3769352	0.6077
125	20	111.0223468	0.6033
125	8	110.708628	0.633
125	15	109.2568925	0.5958
125	10	110.6000264	0.6048
125	3	110.3977143	0.6107
125	5	110.3687849	0.5958
125	1	110.4522576	0.6077
125	2	110.1943174	0.575
125	0.5	110.349716	0.6018
125	0	110.5047952	0.6152
120	20	106.1505604	0.6389
120	15	106.5809603	0.6226
120	8	105.9456119	0.63
120	3	106.108565	0.63
120	10	106.5078439	0.6092
120	0.5	106.291376	0.6538
120	5	105.7058984	0.63
120	1	106.2979088	0.5973
120	0	106.6643779	0.633
120	2	105.5214909	0.6478
115	20	102.8473246	0.6181
115	15	102.3855724	0.6419
115	10	102.549127	0.6374
115	5	101.5338182	0.6523
115	8	102.4227879	0.6404
115	0	101.847022	0.636
115	1	102.4702314	0.6434
115	3	101.7503191	0.6404
115	2	102.2461369	0.6553
115	0.5	102.2069551	0.6434
110	20	98.23452259	0.6389
110	15	98.36983088	0.6553
110	10	98.0583296	0.6478
110	8	97.56910377	0.6389
110	5	98.53255168	0.6389
110	3	97.01597095	0.6523
110	0	97.35533545	0.6434
110	1	97.9204709	0.6642
110	2	96.90502147	0.6508
110	0.5	97.74608122	0.6389
105	20	92.79259929	0.6553
105	15	93.49669258	0.6523
105	10	93.81199676	0.6508
105	8	93.98860082	0.679
105	5	93.32670573	0.6568
105	0	93.96344354	0.679
105	0.5	94.19007656	0.6657
105	3	92.92939712	0.6776
105	2	93.38820127	0.6701
105	1	93.92092418	0.6627
100	20	90.17424133	0.682
100	15	90.21301519	0.6657
100	8	90.01890655	0.679
100	10	89.44965598	0.685
100	3	89.87433735	0.6642
100	2	89.23371563	0.688
100	1	89.37505526	0.6924
100	5	89.76630177	0.679
100	0	89.69894147	0.6731
100	0.5	88.97407677	0.6686
95	20	85.87420885	0.6865
95	15	85.2269391	0.6924
95	10	85.44327223	0.6865
95	8	85.53582012	0.679
95	5	85.42374969	0.6954
95	2	85.19720183	0.7088
95	0.5	85.3615107	0.7073
95	1	85.92291218	0.6984
95	0	84.59940986	0.7117
95	3	85.32231423	0.685
90	20	81.31597744	0.7103
90	15	80.96645546	0.6909
90	10	81.04894641	0.7207
90	8	81.06602391	0.7147
90	3	80.7684137	0.7013
90	0	81.42591672	0.7177
90	5	81.26601385	0.7103
90	1	80.45854066	0.7162
90	0.5	81.36017304	0.7162
90	2	80.94634025	0.7088
85	20	76.7688986	0.7147
85	15	76.95435117	0.7221
85	8	77.01449558	0.7132
85	10	77.06319196	0.7192
85	3	77.10729242	0.7192
85	2	76.57567897	0.7088
